-O0                   ,92901004772,130.780688000
-O1                   ,86188641501,101.773292
-O2                   ,86188641517,101.893144
-O3                   ,91557350749,117.267383
-Ofast                ,93570630903,89.79311
-O0-native            ,92900937066,128.282643
-O1-native            ,86188641501,98.418104
-O2-native            ,86188641309,73.800539
-O3-native            ,91557350525,86.334182
-Ofast-native         ,90886296548,58.640112
-O3-native-blocking   ,91557350589,96.524963
-Ofast-native-blocking,90886296638,68.599121
