Base,1473251681123,190.016656936,1.000,7.753276501539598
Base con pragma 8 threads,1473356226122,44.177760702,7.997,33.35063169137268
Base con pragma 16 threads,1473461142719,30.777574713,15.988,47.87450461769593
Base con pragma 32 threads,1473671087295,26.421601036,31.926,55.775238044321824
Base con pragma y scheduler static 4 threads,1473303684287,75.261029833,3.998,19.57591714538292
Base con pragma y scheduler static 8 threads,1473356170431,41.817686291,7.995,35.23284765632994
Base con pragma y scheduler static 16 threads,1473461142719,30.344432677,15.986,48.557874138007236
Base con pragma y scheduler static 32 threads,1473671087295,26.414625419,31.972,55.789967259387694
Base con pragma w collapse 4 threads,1472097814689,78.747035458,3.999,18.69400931891777
Base con pragma w collapse 8 threads,1472202729633,50.124787262,7.996,29.370752676472478
Base con pragma w collapse 16 threads,1472412559521,33.396528802,15.987,44.088790432400344
Base con pragma w collapse 32 threads,1472832219297,26.158145715,31.933,56.30491684479096
solver_rb_intrinsics_pragma_onepragma-8,1518528276041,53.098211040,7.996,28.598482817002267
solver_rb_intrinsics_pragma_onepragma-16,1570273021777,41.530554524,15.993,37.810066342108634
solver_rb_intrinsics_pragma_onepragma-32,1673762510757,41.063183506,31.980,40.760661201838765
