-O0                   ,92901004772,129.523348000
-O1                   ,85785996457,81.482097
-O2                   ,88201915561,81.577547
-O3                   ,88201927867,82.247917
-Ofast                ,88201927858,82.209893
-O0-native            ,92901053154,132.066175
-O1-native            ,85785996494,78.107792
-O2-native            ,90886273996,51.377946
-O3-native            ,90886286284,51.172669
-Ofast-native         ,90886286284,51.011211
-O3-native-blocking   ,90886286264,48.906517
-Ofast-native-blocking,90886286264,49.351271
